 # Resultats IBSI - Matrice complete
 # Dossier:exemples_arbre_molecule/8
 # Nombre d'atomes:          24
 # Seuil liaisons covalentes:   5.0000000000000003E-002
 # Seuil liaisons non-covalentes:   1.0000000000000000E-003
 #
 # Format: Atome_i Atome_j IBSI_ij Type(0=aucune,1=covalente,2=non-cov)
    1    2     0.14538154    1
    1    3     0.10516963    1
    1    4     0.08910571    1
    1    5     0.01510841    0
    1    6     0.01304830    0
    1    7     0.00019821    0
    1    8     0.00019219    0
    1    9     0.00049822    0
    1   10     0.00153833    2
    1   11     0.00098582    0
    1   12     0.00074685    0
    1   13     0.00069478    0
    1   14     0.00098495    0
    1   15     0.00157352    2
    1   16     0.00050444    0
    1   17     0.00001931    0
    1   18     0.00001833    0
    1   19     0.00008337    0
    1   20     0.00015091    0
    1   21     0.00010262    0
    1   22     0.00009321    0
    1   23     0.00016139    0
    1   24     0.00008267    0
    2    3     0.01306032    0
    2    4     0.01512687    0
    2    5     0.08714891    1
    2    6     0.10450314    1
    2    7     0.00083813    0
    2    8     0.00082654    0
    2    9     0.00104039    2
    2   10     0.00143747    2
    2   11     0.00047118    0
    2   12     0.00019252    0
    2   13     0.00017893    0
    2   14     0.00043050    0
    2   15     0.00139058    2
    2   16     0.00108582    2
    2   17     0.00010519    0
    2   18     0.00010325    0
    2   19     0.00015750    0
    2   20     0.00007889    0
    2   21     0.00001988    0
    2   22     0.00001824    0
    2   23     0.00007695    0
    2   24     0.00016884    0
    3    4     0.01219238    0
    3    5     0.00325820    0
    3    6     0.00092513    0
    3    7     0.00001093    0
    3    8     0.00001067    0
    3    9     0.00002915    0
    3   10     0.00009434    0
    3   11     0.00008875    0
    3   12     0.00009028    0
    3   13     0.00008678    0
    3   14     0.00009004    0
    3   15     0.00009603    0
    3   16     0.00002950    0
    3   17     0.00000110    0
    3   18     0.00000105    0
    3   19     0.00000557    0
    3   20     0.00001540    0
    3   21     0.00001654    0
    3   22     0.00001539    0
    3   23     0.00001632    0
    3   24     0.00000553    0
    4    5     0.00096904    0
    4    6     0.00324450    0
    4    7     0.00011702    0
    4    8     0.00011018    0
    4    9     0.00042050    0
    4   10     0.00254937    2
    4   11     0.00225611    2
    4   12     0.00241288    2
    4   13     0.00223442    2
    4   14     0.00242785    2
    4   15     0.00261673    2
    4   16     0.00043394    0
    4   17     0.00000892    0
    4   18     0.00000820    0
    4   19     0.00006716    0
    4   20     0.00027357    0
    4   21     0.00032072    0
    4   22     0.00028587    0
    4   23     0.00031231    0
    4   24     0.00006544    0
    5    6     0.01216588    0
    5    7     0.00009965    0
    5    8     0.00009839    0
    5    9     0.00008965    0
    5   10     0.00008780    0
    5   11     0.00002807    0
    5   12     0.00001055    0
    5   13     0.00001000    0
    5   14     0.00002583    0
    5   15     0.00008394    0
    5   16     0.00009028    0
    5   17     0.00001783    0
    5   18     0.00001771    0
    5   19     0.00001557    0
    5   20     0.00000537    0
    5   21     0.00000111    0
    5   22     0.00000103    0
    5   23     0.00000508    0
    5   24     0.00001631    0
    6    7     0.00275283    2
    6    8     0.00270206    2
    6    9     0.00228607    2
    6   10     0.00232086    2
    6   11     0.00044757    0
    6   12     0.00012435    0
    6   13     0.00011542    0
    6   14     0.00039737    0
    6   15     0.00212874    2
    6   16     0.00242858    2
    6   17     0.00032375    0
    6   18     0.00031873    0
    6   19     0.00027732    0
    6   20     0.00006828    0
    6   21     0.00000969    0
    6   22     0.00000891    0
    6   23     0.00006520    0
    6   24     0.00031072    0
    7    8     0.13588375    1
    7    9     0.01645417    0
    7   10     0.00844748    0
    7   11     0.00054994    0
    7   12     0.00011869    0
    7   13     0.00016457    0
    7   14     0.00131586    0
    7   15     0.01736159    0
    7   16     0.11947553    1
    7   17     0.09627166    1
    7   18     0.01419036    0
    7   19     0.00109302    0
    7   20     0.00006660    0
    7   21     0.00000653    0
    7   22     0.00001068    0
    7   23     0.00028696    0
    7   24     0.01423899    0
    8    9     0.13839873    1
    8   10     0.01739455    0
    8   11     0.00145723    0
    8   12     0.00016456    0
    8   13     0.00010692    0
    8   14     0.00050394    0
    8   15     0.00748817    0
    8   16     0.01970659    0
    8   17     0.01187349    0
    8   18     0.08589466    1
    8   19     0.01236997    0
    8   20     0.00031916    0
    8   21     0.00001110    0
    8   22     0.00000600    0
    8   23     0.00006632    0
    8   24     0.00126978    0
    9   10     0.10934480    1
    9   11     0.01555681    0
    9   12     0.00131564    0
    9   13     0.00050392    0
    9   14     0.00138313    0
    9   15     0.01828590    0
    9   16     0.00916820    0
    9   17     0.00109698    0
    9   18     0.01372506    0
    9   19     0.10110162    1
    9   20     0.00461971    0
    9   21     0.00010759    0
    9   22     0.00002725    0
    9   23     0.00011646    0
    9   24     0.00047589    0
   10   11     0.12722508    1
   10   12     0.01732570    0
   10   13     0.00748320    0
   10   14     0.01826976    0
   10   15     0.13206215    1
   10   16     0.01537259    0
   10   17     0.00044334    0
   10   18     0.00106190    0
   10   19     0.01353408    0
   10   20     0.01187366    0
   10   21     0.00115857    0
   10   22     0.00040534    0
   10   23     0.00120761    0
   10   24     0.00103883    0
   11   12     0.11835291    1
   11   13     0.01968327    0
   11   14     0.00916320    0
   11   15     0.01533148    0
   11   16     0.00130636    0
   11   17     0.00002907    0
   11   18     0.00010952    0
   11   19     0.00398582    0
   11   20     0.10202931    1
   11   21     0.01297994    0
   11   22     0.00118566    0
   11   23     0.00047581    0
   11   24     0.00010606    0
   12   13     0.13589106    1
   12   14     0.01644615    0
   12   15     0.00843288    0
   12   16     0.00055008    0
   12   17     0.00000654    0
   12   18     0.00001068    0
   12   19     0.00028696    0
   12   20     0.01426232    0
   12   21     0.09683763    1
   12   22     0.01417414    0
   12   23     0.00109404    0
   12   24     0.00006661    0
   13   14     0.13852570    1
   13   15     0.01736609    0
   13   16     0.00145753    0
   13   17     0.00001111    0
   13   18     0.00000600    0
   13   19     0.00006634    0
   13   20     0.00127041    0
   13   21     0.01187843    0
   13   22     0.08608954    1
   13   23     0.01242269    0
   13   24     0.00031924    0
   14   15     0.10898221    1
   14   16     0.01557653    0
   14   17     0.00010768    0
   14   18     0.00002726    0
   14   19     0.00011647    0
   14   20     0.00047607    0
   14   21     0.00109531    0
   14   22     0.01369207    0
   14   23     0.10190497    1
   14   24     0.00462185    0
   15   16     0.12806581    1
   15   17     0.00116107    0
   15   18     0.00040588    0
   15   19     0.00120661    0
   15   20     0.00103798    0
   15   21     0.00044243    0
   15   22     0.00105989    0
   15   23     0.01352585    0
   15   24     0.01188246    0
   16   17     0.01303393    0
   16   18     0.00118669    0
   16   19     0.00047576    0
   16   20     0.00010604    0
   16   21     0.00002906    0
   16   22     0.00010950    0
   16   23     0.00399092    0
   16   24     0.10146624    1
   17   18     0.00341512    0
   17   19     0.00008232    0
   17   20     0.00000353    0
   17   21     0.00000033    0
   17   22     0.00000075    0
   17   23     0.00003165    0
   17   24     0.00295259    0
   18   19     0.00335372    0
   18   20     0.00003508    0
   18   21     0.00000075    0
   18   22     0.00000031    0
   18   23     0.00000348    0
   18   24     0.00009221    0
   19   20     0.00317056    0
   19   21     0.00003163    0
   19   22     0.00000348    0
   19   23     0.00000793    0
   19   24     0.00002421    0
   20   21     0.00295566    0
   20   22     0.00009221    0
   20   23     0.00002422    0
   20   24     0.00000721    0
   21   22     0.00341595    0
   21   23     0.00008232    0
   21   24     0.00000352    0
   22   23     0.00335640    0
   22   24     0.00003507    0
   23   24     0.00317040    0
